Open,High,Low,Close,Volume,Dividends,Stock Splits
35090.01171875,35340.33984375,34594.2421875,35049.35546875,12412743996,0.0,0.0
35044.7890625,35286.02734375,34765.36328125,35037.37109375,12693436420,0.0,0.0
35047.79296875,35892.41796875,34545.81640625,35443.5625,18834737789,0.0,0.0
35419.4765625,35994.41796875,35147.80078125,35655.27734375,17295394918,0.0,0.0
35633.6328125,37926.2578125,35592.1015625,36693.125,37762672382,0.0,0.0
36702.25,37493.80078125,36362.75390625,37313.96875,22711265155,0.0,0.0
37310.0703125,37407.09375,36773.66796875,37138.05078125,13924272142,0.0,0.0
37133.9921875,37227.69140625,36779.1171875,37054.51953125,11545715999,0.0,0.0
37070.3046875,37405.1171875,36399.60546875,36502.35546875,19057712790,0.0,0.0
36491.7890625,36753.3515625,34948.5,35537.640625,23857403554,0.0,0.0
35548.11328125,37964.89453125,35383.78125,37880.58203125,27365821679,0.0,0.0
37879.98046875,37934.625,35545.47265625,36154.76953125,26007385366,0.0,0.0
36164.82421875,36704.484375,35901.234375,36596.68359375,22445028430,0.0,0.0
36625.37109375,36839.28125,36233.3125,36585.703125,11886022717,0.0,0.0
36585.765625,37509.35546875,36414.59765625,37386.546875,12915986553,0.0,0.0
37374.07421875,37756.8203125,36882.53125,37476.95703125,20888209068,0.0,0.0
37469.16015625,37631.140625,35813.8125,35813.8125,25172163756,0.0,0.0
35756.5546875,37856.98046875,35670.97265625,37432.33984375,24397247860,0.0,0.0
37420.43359375,37643.91796875,36923.86328125,37289.62109375,14214948217,0.0,0.0
37296.31640625,38415.33984375,37261.60546875,37720.28125,22922957823,0.0,0.0
37721.4140625,37892.4296875,37617.41796875,37796.79296875,9099571165,0.0,0.0
37796.828125,37820.30078125,37162.75,37479.12109375,13744796068,0.0,0.0
37454.19140625,37559.35546875,36750.12890625,37254.16796875,19002925720,0.0,0.0
37247.9921875,38368.48046875,36891.08984375,37831.0859375,21696137014,0.0,0.0
37826.10546875,38366.11328125,37612.6328125,37858.4921875,20728546658,0.0,0.0
37861.1171875,38141.75390625,37531.140625,37712.74609375,18115982627,0.0,0.0
37718.0078125,38954.109375,37629.359375,38688.75,23512784002,0.0,0.0
38689.27734375,39678.9375,38652.59375,39476.33203125,15534035612,0.0,0.0
39472.20703125,40135.60546875,39298.1640625,39978.390625,15769696322,0.0,0.0
39978.62890625,42371.75,39978.62890625,41980.09765625,39856129827,0.0,0.0
41986.265625,44408.6640625,41421.1484375,44080.6484375,36312154535,0.0,0.0
44080.0234375,44265.76953125,43478.08203125,43746.4453125,29909761586,0.0,0.0
43769.1328125,44042.58984375,42880.6484375,43292.6640625,27635760671,0.0,0.0
43293.13671875,44705.515625,43125.296875,44166.6015625,24421116687,0.0,0.0
44180.01953125,44361.2578125,43627.59765625,43725.984375,17368210171,0.0,0.0
43728.3828125,44034.625,43593.28515625,43779.69921875,13000481418,0.0,0.0
43792.01953125,43808.375,40234.578125,41243.83203125,40632672038,0.0,0.0
41238.734375,42048.3046875,40667.5625,41450.22265625,24779520132,0.0,0.0
41468.46484375,43429.78125,40676.8671875,42890.7421875,26797884674,0.0,0.0
42884.26171875,43390.859375,41767.08984375,43023.97265625,25578530178,0.0,0.0
43028.25,43087.82421875,41692.96875,41929.7578125,19639442462,0.0,0.0
41937.7421875,42664.9453125,41723.11328125,42240.1171875,14386729590,0.0,0.0
42236.109375,42359.49609375,41274.54296875,41364.6640625,16678702876,0.0,0.0
41348.203125,42720.296875,40530.2578125,42623.5390625,25224642008,0.0,0.0
42641.51171875,43354.296875,41826.3359375,42270.52734375,23171001281,0.0,0.0
42261.30078125,44275.5859375,42223.81640625,43652.25,27868908174,0.0,0.0
43648.125,44240.66796875,43330.05078125,43869.15234375,22452766169,0.0,0.0
43868.98828125,44367.95703125,43441.96875,43997.90234375,21028503216,0.0,0.0
44012.19921875,44015.69921875,43351.35546875,43739.54296875,13507796558,0.0,0.0
43728.3671875,43945.5234375,42786.91796875,43016.1171875,18830554085,0.0,0.0
43010.57421875,43765.09375,42765.76953125,43613.140625,21115795370,0.0,0.0
43599.84765625,43603.17578125,41676.48828125,42520.40234375,30026850982,0.0,0.0
42518.46875,43683.16015625,42167.58203125,43442.85546875,25260941032,0.0,0.0
43468.19921875,43804.78125,42318.55078125,42627.85546875,22992093014,0.0,0.0
42614.64453125,43124.32421875,41424.0625,42099.40234375,26000021055,0.0,0.0
42091.75390625,42584.125,41556.2265625,42156.90234375,16013925945,0.0,0.0
42152.09765625,42860.9375,41998.25390625,42265.1875,16397498810,0.0,0.0
42280.234375,44175.4375,42214.9765625,44167.33203125,18426978443,0.0,0.0
44187.140625,45899.70703125,44176.94921875,44957.96875,39335274536,0.0,0.0
44961.6015625,45503.2421875,40813.53515625,42848.17578125,46342323118,0.0,0.0
42855.81640625,44770.0234375,42675.17578125,44179.921875,30448091210,0.0,0.0
44192.98046875,44353.28515625,42784.71875,44162.69140625,32336029347,0.0,0.0
44178.953125,44227.6328125,43475.15625,43989.1953125,16092503468,0.0,0.0
43998.46484375,44495.5703125,43662.23046875,43943.09765625,19330573863,0.0,0.0
43948.70703125,47218.0,43244.08203125,46970.50390625,42746192015,0.0,0.0
46987.640625,47893.69921875,45244.71484375,46139.73046875,39821290992,0.0,0.0
46121.5390625,47647.22265625,44483.15234375,46627.77734375,50114613298,0.0,0.0
46656.07421875,48969.37109375,45678.64453125,46368.5859375,45833734549,0.0,0.0
46354.79296875,46498.13671875,41903.76953125,42853.16796875,43332698900,0.0,0.0
42799.4453125,43234.66015625,42464.14453125,42842.3828125,20601860469,0.0,0.0
42842.26171875,43065.59765625,41724.61328125,41796.26953125,17521429522,0.0,0.0
41715.06640625,43319.72265625,41705.41796875,42511.96875,22320220558,0.0,0.0
42499.3359375,43566.2734375,42085.99609375,43154.9453125,24062872740,0.0,0.0
43132.1015625,43189.890625,42189.30859375,42742.65234375,20851232595,0.0,0.0
42742.3125,42876.34765625,40631.171875,41262.05859375,25218357242,0.0,0.0
41278.4609375,42134.16015625,40297.45703125,41618.40625,25752407154,0.0,0.0
41624.58984375,41877.89453125,41446.82421875,41665.5859375,11586690904,0.0,0.0
41671.48828125,41855.3671875,41497.0078125,41545.78515625,9344043642,0.0,0.0
41553.65234375,41651.20703125,39450.1171875,39507.3671875,31338708143,0.0,0.0
39518.71484375,40127.3515625,38521.89453125,39845.55078125,29244553045,0.0,0.0
39877.59375,40483.78515625,39508.796875,40077.07421875,22359526178,0.0,0.0
40075.55078125,40254.48046875,39545.6640625,39933.80859375,18491782013,0.0,0.0
39936.81640625,42209.38671875,39825.69140625,41816.87109375,25598119893,0.0,0.0
41815.625,42195.6328125,41431.28125,42120.0546875,11422941934,0.0,0.0
42126.125,42797.17578125,41696.91015625,42035.59375,16858971687,0.0,0.0
42030.9140625,43305.8671875,41818.33203125,43288.24609375,20668476578,0.0,0.0
43300.2265625,43838.9453125,42711.37109375,42952.609375,23842814518,0.0,0.0
42946.25,43717.40625,42298.9453125,42582.60546875,24673628793,0.0,0.0
42569.76171875,43243.16796875,41879.19140625,43075.7734375,21423953779,0.0,0.0
43077.640625,43422.48828125,42584.3359375,43185.859375,18603843039,0.0,0.0
43184.96484375,43359.94140625,42890.80859375,42992.25,11169245236,0.0,0.0
42994.94140625,43097.64453125,42374.83203125,42583.58203125,14802225490,0.0,0.0
42577.62109375,43494.25,42264.81640625,42658.66796875,18715487317,0.0,0.0
42657.390625,43344.1484375,42529.01953125,43084.671875,16798476726,0.0,0.0
43090.01953125,44341.94921875,42775.95703125,44318.22265625,21126587775,0.0,0.0
44332.125,45575.83984375,44332.125,45301.56640625,26154524080,0.0,0.0
45297.3828125,48152.49609375,45260.82421875,47147.19921875,39316770844,0.0,0.0
47153.52734375,48146.171875,46905.3203125,47771.27734375,16398681570,0.0,0.0
47768.96875,48535.9375,47617.40625,48293.91796875,19315867136,0.0,0.0
48296.38671875,50280.4765625,47745.76171875,49958.22265625,34511985805,0.0,0.0
49941.359375,50358.390625,48406.49609375,49742.44140625,35593051468,0.0,0.0
49733.4453125,52021.37109375,49296.83203125,51826.6953125,39105608050,0.0,0.0
51836.78515625,52820.06640625,51371.62890625,51938.5546875,38564360533,0.0,0.0
51937.7265625,52537.96875,51641.3671875,52160.203125,28180567298,0.0,0.0
52161.67578125,52191.9140625,50669.66796875,51662.99609375,20009091006,0.0,0.0
51661.96875,52356.96484375,51233.70703125,52122.546875,17595377311,0.0,0.0
52134.8125,52483.32421875,51711.8203125,51779.14453125,21362184346,0.0,0.0
51777.7265625,52945.05078125,50792.3125,52284.875,33353758256,0.0,0.0
52273.53515625,52368.81640625,50671.7578125,51839.1796875,28624907020,0.0,0.0
51854.64453125,52009.61328125,50926.29296875,51304.97265625,25413900611,0.0,0.0
51283.90625,51497.93359375,50561.77734375,50731.94921875,21427078270,0.0,0.0
50736.37109375,51684.1953125,50585.4453125,51571.1015625,15174077879,0.0,0.0
51565.21484375,51950.02734375,51306.171875,51733.23828125,15413239245,0.0,0.0
51730.5390625,54938.17578125,50931.03125,54522.40234375,34074411896,0.0,0.0
54519.36328125,57537.83984375,54484.19921875,57085.37109375,49756832031,0.0,0.0
57071.09765625,63913.1328125,56738.42578125,62504.7890625,83239156760,0.0,0.0
62499.18359375,63585.64453125,60498.73046875,61198.3828125,65496611844,0.0,0.0
61168.0625,63155.1015625,60802.52734375,62440.6328125,40186368423,0.0,0.0
62431.65234375,62458.69921875,61657.2890625,62029.84765625,23888473685,0.0,0.0
62031.578125,63230.2109375,61435.0234375,63167.37109375,26253811450,0.0,0.0
63137.00390625,68537.03125,62386.51953125,68330.4140625,70670471105,0.0,0.0
68341.0546875,69170.625,59323.91015625,63801.19921875,102802940877,0.0,0.0
63776.05078125,67637.9296875,62848.671875,66106.8046875,68750229073,0.0,0.0
66099.7421875,68029.921875,65655.53125,66925.484375,46989543159,0.0,0.0
66938.09375,70083.0546875,66230.453125,68300.09375,59202881172,0.0,0.0
68299.2578125,68673.0546875,68053.125,68498.8828125,21609650379,0.0,0.0
68500.2578125,70005.203125,68239.9765625,69019.7890625,35683977532,0.0,0.0
69020.546875,72850.7109375,67194.8828125,72123.90625,65716656765,0.0,0.0
72125.125,72825.65625,68728.8515625,71481.2890625,62554434520,0.0,0.0
71482.1171875,73637.4765625,71334.09375,73083.5,48212536929,0.0,0.0
73079.375,73750.0703125,68563.0234375,71396.59375,59594605698,0.0,0.0
71387.875,72357.1328125,65630.6953125,69403.7734375,78320453976,0.0,0.0
69392.484375,70046.2734375,64801.39453125,65315.1171875,46842198371,0.0,0.0
65316.34375,68845.71875,64545.31640625,68390.625,44716864318,0.0,0.0
68371.3046875,68897.1328125,66594.2265625,67548.59375,49261579492,0.0,0.0
67556.1328125,68106.9296875,61536.1796875,61912.7734375,74215844794,0.0,0.0
61930.15625,68115.2578125,60807.78515625,67913.671875,66792634382,0.0,0.0
67911.5859375,68199.9921875,64580.91796875,65491.390625,44480350565,0.0,0.0
65489.9296875,66623.75,62355.37109375,63778.76171875,41401116964,0.0,0.0
63802.72265625,65976.3984375,63038.4921875,64062.203125,24738964812,0.0,0.0
64070.75390625,67622.7578125,63825.8515625,67234.171875,27206630673,0.0,0.0
67234.09375,71162.59375,66414.8359375,69958.8125,42700139523,0.0,0.0
69931.328125,71535.7421875,69335.609375,69987.8359375,36010437368,0.0,0.0
69991.8984375,71727.6875,68381.9296875,69455.34375,40827113309,0.0,0.0
69452.7734375,71546.0234375,68895.5078125,70744.953125,34374900617,0.0,0.0
70744.796875,70913.09375,69076.65625,69892.828125,25230851763,0.0,0.0
69893.4453125,70355.4921875,69601.0625,69645.3046875,17130241883,0.0,0.0
69647.78125,71377.78125,69624.8671875,71333.6484375,20050941373,0.0,0.0
71333.484375,71342.09375,68110.6953125,69702.1484375,34873527352,0.0,0.0
69705.0234375,69708.3828125,64586.59375,65446.97265625,50705240709,0.0,0.0
65446.671875,66914.3203125,64559.8984375,65980.8125,34488018367,0.0,0.0
65975.6953125,69291.2578125,65113.796875,68508.84375,34439527442,0.0,0.0
68515.7578125,68725.7578125,66011.4765625,67837.640625,33748230056,0.0,0.0
67840.5703125,69629.6015625,67491.71875,68896.109375,19967785809,0.0,0.0
68897.109375,70284.4296875,68851.6328125,69362.5546875,21204930369,0.0,0.0
69362.5546875,72715.359375,69064.2421875,71631.359375,37261432669,0.0,0.0
71632.5,71742.5078125,68212.921875,69139.015625,36426900409,0.0,0.0
69140.2421875,71093.4296875,67503.5625,70587.8828125,38318601774,0.0,0.0
70575.734375,71256.234375,69571.8125,70060.609375,30153382941,0.0,0.0
70061.3828125,71222.7421875,65254.8359375,67195.8671875,44129299406,0.0,0.0
67188.375,67931.4296875,60919.10546875,63821.47265625,52869738185,0.0,0.0
63836.23046875,65824.4296875,62205.8515625,65738.7265625,49084320047,0.0,0.0
65739.6484375,66878.6484375,62332.0703125,63426.2109375,43595917654,0.0,0.0
63419.296875,64355.66796875,61716.40234375,63811.86328125,42847528078,0.0,0.0
63831.84765625,64486.36328125,59768.5859375,61276.69140625,41915247049,0.0,0.0
61275.31640625,64125.6875,60833.48046875,63512.75390625,36006307335,0.0,0.0
63510.75,65481.59765625,59651.390625,63843.5703125,49920425401,0.0,0.0
63851.1015625,65442.45703125,63172.40234375,64994.44140625,23097485495,0.0,0.0
64992.81640625,65723.2421875,64277.72265625,64926.64453125,20506644853,0.0,0.0
64935.6328125,67233.9609375,64548.1796875,66837.6796875,28282686673,0.0,0.0
66839.890625,67199.2421875,65864.8671875,66407.2734375,24310975583,0.0,0.0
66408.71875,67075.3671875,63589.87109375,64276.8984375,30276655120,0.0,0.0
64275.01953125,65275.20703125,62783.6328125,64481.70703125,32155786816,0.0,0.0
64485.37109375,64789.65625,63322.3984375,63755.3203125,24139372950,0.0,0.0
63750.98828125,63898.36328125,62424.71875,63419.140625,19530783039,0.0,0.0
63423.515625,64321.484375,62793.59765625,63113.23046875,17334827993,0.0,0.0
63106.36328125,64174.87890625,61795.45703125,63841.12109375,26635912073,0.0,0.0
63839.41796875,64703.33203125,59120.06640625,60636.85546875,37840840057,0.0,0.0
60609.49609375,60780.5,56555.29296875,58254.01171875,48439780271,0.0,0.0
58253.703125,59602.296875,56937.203125,59123.43359375,32711813559,0.0,0.0
59122.30078125,63320.50390625,58848.3125,62889.8359375,33172023048,0.0,0.0
62891.03125,64494.95703125,62599.3515625,63891.47265625,20620477992,0.0,0.0
63892.453125,64610.890625,62955.3046875,64031.1328125,18296164805,0.0,0.0
64038.3125,65494.90234375,62746.23828125,63161.94921875,28697928697,0.0,0.0
63162.76171875,64390.45703125,62285.98046875,62334.81640625,25930730982,0.0,0.0
62332.640625,62986.0859375,60877.12890625,61187.94140625,26088172222,0.0,0.0
61191.19921875,63404.9140625,60648.07421875,63049.9609375,25453338161,0.0,0.0
63055.19140625,63446.7421875,60208.78125,60792.77734375,27804954694,0.0,0.0
60793.35546875,61451.15234375,60492.625,60793.7109375,13842272968,0.0,0.0
60793.50390625,61818.15625,60632.6015625,61448.39453125,13800459405,0.0,0.0
61451.21875,63422.66015625,60769.83984375,62901.44921875,27889181179,0.0,0.0
62900.7734375,63092.125,61123.765625,61552.7890625,28186271527,0.0,0.0
61553.98828125,66454.453125,61330.41015625,66267.4921875,39815167074,0.0,0.0
66256.109375,66712.4296875,64613.0546875,65231.58203125,31573077994,0.0,0.0
65231.296875,67459.4609375,65119.31640625,67051.875,28031279310,0.0,0.0
67066.2109375,67387.328125,66663.5,66940.8046875,16712277406,0.0,0.0
66937.9296875,67694.296875,65937.1796875,66278.3671875,19249094538,0.0,0.0
66278.7421875,71483.5625,66086.171875,71448.1953125,43850655717,0.0,0.0
71443.0625,71946.4609375,69191.125,70136.53125,46932005990,0.0,0.0
70135.3203125,70623.6953125,68977.6953125,69122.3359375,32802561717,0.0,0.0
69121.3046875,70041.2734375,66356.953125,67929.5625,41895680979,0.0,0.0
67928.1328125,69220.296875,66622.671875,68526.1015625,29197308153,0.0,0.0
68526.921875,69579.3203125,68515.8203125,69265.9453125,15473071741,0.0,0.0
69264.2890625,69506.2265625,68183.890625,68518.09375,15628433737,0.0,0.0
68512.1796875,70597.8828125,68232.5,69394.5546875,25870990717,0.0,0.0
69392.1953125,69514.640625,67227.15625,68296.21875,32722265965,0.0,0.0
68296.3515625,68852.4609375,67101.4921875,67578.09375,26707072906,0.0,0.0
67576.0859375,69500.5390625,67118.078125,68364.9921875,29509712534,0.0,0.0
68362.515625,68999.5625,66633.421875,67491.4140625,27387283769,0.0,0.0
67489.609375,67839.765625,67386.1953125,67706.9375,11641495604,0.0,0.0
67710.2734375,68409.1640625,67315.5234375,67751.6015625,17110588415,0.0,0.0
67753.8984375,70230.8203125,67589.8359375,68804.78125,32401285324,0.0,0.0
68804.5703125,71047.40625,68564.640625,70567.765625,33149696545,0.0,0.0
70568.3515625,71735.4140625,70390.7109375,71082.8203125,32810771409,0.0,0.0
71082.84375,71625.734375,70119.125,70757.1640625,25223152007,0.0,0.0
70759.1875,71907.8515625,68507.2578125,69342.5859375,36188381096,0.0,0.0
69324.1796875,69533.3203125,69210.7421875,69305.7734375,14262185861,0.0,0.0
69297.4921875,69817.5234375,69160.84375,69647.9921875,13534028500,0.0,0.0
69644.3125,70146.0703125,69232.421875,69512.28125,20597699541,0.0,0.0
69508.078125,69549.4140625,66123.6015625,67332.03125,37116136345,0.0,0.0
67321.375,69977.890625,66902.453125,68241.1875,34497940694,0.0,0.0
68243.1015625,68365.78125,66304.5625,66756.3984375,28955204146,0.0,0.0
66747.5703125,67294.6484375,65056.89453125,66011.09375,27403884779,0.0,0.0
66006.7421875,66402.1875,65871.7734375,66191.0,14121265576,0.0,0.0
66189.359375,66894.84375,66018.25,66639.046875,13281140541,0.0,0.0
66636.515625,67188.3203125,65094.96484375,66490.296875,30006354476,0.0,0.0
66490.9765625,66556.703125,64066.95703125,65140.74609375,39481285950,0.0,0.0
65146.66015625,65695.3515625,64693.30078125,64960.296875,21103423504,0.0,0.0
64960.296875,66438.9609375,64547.84765625,64828.65625,25641109124,0.0,0.0
64837.98828125,65007.546875,63378.89453125,64096.19921875,26188171739,0.0,0.0
64113.86328125,64475.46875,63929.7578125,64252.578125,9858198793,0.0,0.0
64248.96484375,64491.703125,63180.796875,63180.796875,11170471802,0.0,0.0
63173.3515625,63292.52734375,58601.69921875,60277.4140625,43152133651,0.0,0.0
60266.28125,62258.26171875,60239.75,61804.640625,29201215431,0.0,0.0
61789.67578125,62434.13671875,60695.1875,60811.27734375,22506003064,0.0,0.0
60811.2265625,62293.86328125,60585.33203125,61604.80078125,21231745045,0.0,0.0
61612.8046875,62126.09765625,59985.40234375,60320.13671875,24952866877,0.0,0.0
60319.875,61097.62109375,60300.96484375,60887.37890625,12652903396,0.0,0.0
60888.4453125,62892.828125,60632.94921875,62678.29296875,17333226409,0.0,0.0
62673.60546875,63777.2265625,62495.51171875,62851.98046875,25468379421,0.0,0.0
62844.41015625,63203.359375,61752.74609375,62029.015625,20151616992,0.0,0.0
62034.33203125,62187.703125,59419.38671875,60173.921875,29756701685,0.0,0.0
60147.13671875,60399.67578125,56777.8046875,56977.703125,41149609230,0.0,0.0
57022.80859375,57497.15234375,53717.375,56662.375,55417544033,0.0,0.0
56659.07421875,58472.546875,56038.9609375,58303.5390625,20610320577,0.0,0.0
58239.4296875,58371.12109375,55793.32421875,55849.109375,20553359505,0.0,0.0
55849.57421875,58131.3359375,54321.01953125,56705.09765625,39766159899,0.0,0.0
56704.59765625,58239.1953125,56316.875,58009.2265625,27849512607,0.0,0.0
58033.8828125,59359.43359375,57178.4140625,57742.49609375,26175260526,0.0,0.0
57729.890625,59299.43359375,57120.37890625,57344.9140625,28707803842,0.0,0.0
57341.1953125,58532.5546875,56590.17578125,57899.46484375,25604805221,0.0,0.0
57908.73828125,59787.078125,57796.44140625,59231.953125,17080061806,0.0,0.0
59225.25,61329.52734375,59225.25,60787.79296875,22223416061,0.0,0.0
60815.45703125,64870.15234375,60704.9296875,64870.15234375,38094526099,0.0,0.0
64784.41796875,65354.33984375,62487.96875,65097.1484375,41617346768,0.0,0.0
65091.83203125,66066.734375,63896.0859375,64118.79296875,32525071311,0.0,0.0
64104.73828125,65104.66015625,63246.1640625,63974.06640625,27239305337,0.0,0.0
63972.32421875,67442.640625,63329.34375,66710.15625,37003855410,0.0,0.0
66709.921875,67610.734375,66299.6171875,67163.6484375,19029581250,0.0,0.0
67164.9140625,68372.90625,65842.296875,68154.5234375,26652190004,0.0,0.0
68152.9765625,68480.0625,66611.296875,67585.25,42649109453,0.0,0.0
67584.8046875,67779.015625,65484.4609375,65927.671875,35605668666,0.0,0.0
65927.859375,67113.984375,65146.99609375,65372.1328125,27470942309,0.0,0.0
65375.875,66112.421875,63473.47265625,65777.2265625,38315761670,0.0,0.0
65771.8125,68207.6015625,65743.765625,67912.0625,30488630457,0.0,0.0
67911.8125,69398.5078125,66705.21875,67813.3359375,34691905492,0.0,0.0
67808.65625,68301.8515625,67085.828125,68255.8671875,18043166945,0.0,0.0
68259.0546875,69987.5390625,66532.59375,66819.9140625,40780682628,0.0,0.0
66819.0546875,66987.671875,65323.19140625,66201.015625,31380492109,0.0,0.0
66201.2734375,66810.2109375,64532.046875,64619.25,31292785994,0.0,0.0
64625.83984375,65593.2421875,62248.94140625,65357.5,40975554494,0.0,0.0
65353.5,65523.22265625,61184.89453125,61415.06640625,43060875727,0.0,0.0
61414.80859375,62148.37109375,59836.52734375,60680.09375,31753030589,0.0,0.0
60676.09375,61062.98828125,57210.8046875,58116.9765625,31758917219,0.0,0.0
58110.296875,58268.828125,49121.23828125,53991.45703125,108991085584,0.0,0.0
53991.34765625,57059.91796875,53973.2734375,56034.31640625,49300484106,0.0,0.0
56040.6328125,57726.8828125,54620.5078125,55027.4609375,41637562185,0.0,0.0
55030.02734375,62673.765625,54766.7265625,61710.13671875,45298472567,0.0,0.0
61728.20703125,61751.86328125,59587.859375,60880.11328125,33425553115,0.0,0.0
60881.23046875,61464.51171875,60287.56640625,60945.8125,15745822278,0.0,0.0
60944.890625,61778.66015625,58348.82421875,58719.484375,22759754812,0.0,0.0
58719.39453125,60680.33203125,57688.8984375,59354.515625,37078637820,0.0,0.0
59356.20703125,61572.3984375,58506.25390625,60609.56640625,30327698167,0.0,0.0
60611.05078125,61687.7578125,58472.875,58737.26953125,29961696180,0.0,0.0
58733.26171875,59838.6484375,56161.59375,57560.09765625,35682112440,0.0,0.0
57560.2734375,59847.359375,57110.01953125,58894.10546875,29350938673,0.0,0.0
58893.53125,59694.66796875,58814.83203125,59478.97265625,13589684021,0.0,0.0
59468.1328125,60262.71875,58445.40234375,58483.96484375,17740625837,0.0,0.0
58480.7109375,59612.66015625,57864.7109375,59493.453125,25911207712,0.0,0.0
59493.453125,61396.328125,58610.8828125,59012.79296875,31613400008,0.0,0.0
59014.98828125,61834.3515625,58823.4453125,61175.19140625,32731154072,0.0,0.0
61168.31640625,61408.109375,59815.25390625,60381.9140625,27625734377,0.0,0.0
60380.953125,64947.0625,60372.05078125,64094.35546875,42530509233,0.0,0.0
64103.87109375,64513.7890625,63619.91796875,64178.9921875,21430585163,0.0,0.0
64176.3671875,64996.421875,63833.51953125,64333.54296875,18827683555,0.0,0.0
64342.2265625,64489.70703125,62849.55859375,62880.66015625,27682040631,0.0,0.0
62879.70703125,63210.796875,58116.75,59504.1328125,39103882198,0.0,0.0
59507.92578125,60236.44921875,57890.67578125,59027.625,40289564698,0.0,0.0
59027.46875,61184.08203125,58786.2265625,59388.1796875,32224990582,0.0,0.0
59388.6015625,59896.88671875,57768.53125,59119.4765625,32292756405,0.0,0.0
59117.48046875,59432.59375,58768.78515625,58969.8984375,12403470760,0.0,0.0
58969.80078125,59062.0703125,57217.82421875,57325.48828125,24592449997,0.0,0.0
57326.96875,59403.0703125,57136.02734375,59112.48046875,27036454524,0.0,0.0
59106.19140625,59815.05859375,57425.16796875,57431.0234375,26666961053,0.0,0.0
57430.34765625,58511.5703125,55673.1640625,57971.5390625,35627680312,0.0,0.0
57971.703125,58300.58203125,55712.453125,56160.48828125,31030280656,0.0,0.0
56160.19140625,56976.109375,52598.69921875,53948.75390625,49361693566,0.0,0.0
53949.0859375,54838.14453125,53740.0703125,54139.6875,19061486526,0.0,0.0
54147.93359375,55300.859375,53653.7578125,54841.56640625,18268287531,0.0,0.0
54851.88671875,58041.125,54598.43359375,57019.53515625,34618096173,0.0,0.0
57020.09765625,58029.9765625,56419.4140625,57648.7109375,28857630507,0.0,0.0
57650.2890625,57991.3203125,55567.33984375,57343.171875,37049062672,0.0,0.0
57343.171875,58534.359375,57330.1015625,58127.01171875,33835707949,0.0,0.0
58130.32421875,60648.0234375,57650.11328125,60571.30078125,32490528356,0.0,0.0
60569.1171875,60656.72265625,59517.8828125,60005.12109375,16428405496,0.0,0.0
60000.7265625,60381.91796875,58696.30859375,59182.8359375,18120960867,0.0,0.0
59185.2265625,59205.51171875,57501.33984375,58192.5078125,32032822113,0.0,0.0
58192.5078125,61316.08984375,57628.0703125,60308.5390625,38075570118,0.0,0.0
60309.0,61664.06640625,59218.25390625,61649.6796875,40990702891,0.0,0.0
61651.15625,63872.44140625,61609.8671875,62940.45703125,42710252573,0.0,0.0
62941.42578125,64119.53125,62364.60546875,63192.9765625,35177164222,0.0,0.0
63184.33984375,63543.359375,62783.10546875,63394.83984375,14408616220,0.0,0.0
63396.8046875,63993.421875,62440.7265625,63648.7109375,20183348802,0.0,0.0
63643.1015625,64733.55859375,62628.078125,63329.80078125,31400285425,0.0,0.0
63326.83984375,64695.21484375,62737.41796875,64301.96875,29938335243,0.0,0.0
64302.58984375,64804.50390625,62945.375,63143.14453125,25078377700,0.0,0.0
63138.546875,65790.796875,62669.26953125,65181.01953125,36873129847,0.0,0.0
65180.6640625,66480.6953125,64852.9921875,65790.6640625,32058813449,0.0,0.0
65792.1796875,66255.53125,65458.03515625,65887.6484375,15243637984,0.0,0.0
65888.8984375,66069.34375,65450.015625,65635.3046875,14788214575,0.0,0.0
65634.65625,65635.0546875,62873.6171875,63329.5,37112957475,0.0,0.0
63335.60546875,64110.98046875,60189.27734375,60837.0078125,50220923500,0.0,0.0
60836.32421875,62357.6875,59996.94921875,60632.78515625,40762722398,0.0,0.0
60632.484375,61469.0390625,59878.8046875,60759.40234375,36106447279,0.0,0.0
60754.625,62465.9921875,60459.94140625,62067.4765625,29585472513,0.0,0.0
62067.609375,62371.0234375,61689.58203125,62089.94921875,13305410749,0.0,0.0
62084.98828125,62959.5703125,61833.1484375,62818.953125,14776233667,0.0,0.0
62819.109375,64443.70703125,62152.55078125,62236.66015625,34253562610,0.0,0.0
62221.64453125,63174.3046875,61843.5625,62131.96875,28134475157,0.0,0.0
62131.7265625,62508.8359375,60314.61328125,60582.1015625,27670982363,0.0,0.0
60581.9296875,61236.72265625,58895.20703125,60274.5,30452813570,0.0,0.0
60275.4609375,63400.87109375,60046.125,62445.08984375,30327141594,0.0,0.0
62444.6171875,63448.78515625,62443.26953125,63193.0234375,16744110886,0.0,0.0
63192.9453125,63272.65234375,62035.63671875,62851.375,18177529690,0.0,0.0
62848.3984375,66482.4921875,62442.15234375,66046.125,43706958056,0.0,0.0
66050.3671875,67881.6796875,64809.1953125,67041.109375,48863870879,0.0,0.0
67042.4609375,68375.2890625,66758.7265625,67612.71875,38195189534,0.0,0.0
67617.078125,67912.2109375,66647.390625,67399.8359375,32790898511,0.0,0.0
67419.109375,68969.75,67177.8203125,68418.7890625,36857165014,0.0,0.0
68418.9765625,68668.0078125,68024.640625,68362.734375,14443497908,0.0,0.0
68364.1796875,69359.0078125,68105.71875,69001.703125,18975847518,0.0,0.0
69002.0,69462.734375,66829.8515625,67367.8515625,37498611780,0.0,0.0
